"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @TheNewIndian_in: Video: Congress leader @RahulGandhi participates in a boat race in Alappuzha, Kerala 

@Anand_Journ #BharatJodoYatra h…",FALSE,0,NA,2022-09-19 16:39:46,FALSE,NA,"1571901876215615488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Prince22057",251,TRUE,FALSE,NA,NA
"RT @AdnanAliKhan555: Oh bhai yeh toh  🔥 hai just spot him @RahulGandhi participating in boat race in Kerala #BharatJodoYatra https://t.co/4…",FALSE,0,NA,2022-09-19 16:39:46,FALSE,NA,"1571901874990911488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Josa_in",76,TRUE,FALSE,NA,NA
"RT @RahulGandhi: When we all work together in perfect harmony, there is nothing we cannot accomplish. 

#BharatJodoYatra https://t.co/31fW5…",FALSE,0,NA,2022-09-19 16:39:45,FALSE,NA,"1571901873493520385",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","p7prOh5uvbrIVWX",6691,TRUE,FALSE,NA,NA
"RT @Jairam_Ramesh: Bharat Yatris walked 22 kms today and the Yatra has covered 255 kms so far. The night halt is at Cherthala, the hometown…",FALSE,0,NA,2022-09-19 16:39:44,FALSE,NA,"1571901868971900931",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jamal_IYC",442,TRUE,FALSE,NA,NA
"RT @EconomicTimes: Congress' #BharatJodoYatra Day 12: #RahulGandhi participates in boat race in #Kerala
 
https://t.co/X7FgFjIBjh https://t…",FALSE,0,NA,2022-09-19 16:39:44,FALSE,NA,"1571901867273383936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1234567RSME",2,TRUE,FALSE,NA,NA
"RT @kcvenugopalmp: Alleppey, the Venice of the East, is always dear to my heart. When @RahulGandhi stepped into a snake boat in the picture…",FALSE,0,NA,2022-09-19 16:39:43,FALSE,NA,"1571901863397822465",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SanRatweets",292,TRUE,FALSE,NA,NA
"RT @bharatjodo: Every stride we take together is a step for a brighter India! 

#BharatJodoYatra https://t.co/DsGYTsAGxK",FALSE,0,NA,2022-09-19 16:39:43,FALSE,NA,"1571901861850157057",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TrilokiPravin",728,TRUE,FALSE,NA,NA
"RT @RahulGandhi: When we all work together in perfect harmony, there is nothing we cannot accomplish. 

#BharatJodoYatra https://t.co/31fW5…",FALSE,0,NA,2022-09-19 16:39:41,FALSE,NA,"1571901854619152384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","d02fa29565de45f",6691,TRUE,FALSE,NA,NA
"RT @RahulGandhi: When we all work together in perfect harmony, there is nothing we cannot accomplish. 

#BharatJodoYatra https://t.co/31fW5…",FALSE,0,NA,2022-09-19 16:39:40,FALSE,NA,"1571901849149767680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MehulCongress",6691,TRUE,FALSE,NA,NA
"RT @bharatjodo: #BharatJodoYatra

Fuelled by the love and energy of our people. https://t.co/S8UpqiUhFH",FALSE,0,NA,2022-09-19 16:39:39,FALSE,NA,"1571901847048183808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","raliallahu",1370,TRUE,FALSE,NA,NA
"RT @srinivasiyc: We beat on, the boats with the paddle of Unity against the currents that create and foster division. 

#BharatJodoYatra 🇮🇳…",FALSE,0,NA,2022-09-19 16:39:39,FALSE,NA,"1571901846624833539",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Brijesh77956738",181,TRUE,FALSE,NA,NA
"RT @_tanveershaik: India will ride the rough sea of hatred, unemployment and price rise.
 We stay united, we stay anchored.

 #BharatJodoYa…",FALSE,0,NA,2022-09-19 16:39:39,FALSE,NA,"1571901846423506944",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pandiansvce",148,TRUE,FALSE,NA,NA
"RT @INCIndia: Yatris and leaders from across the country march on, alongside Shri @RahulGandhi, to free India from the shackles of unemploy…",FALSE,0,NA,2022-09-19 16:39:37,FALSE,NA,"1571901837498023936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Pravesh951",619,TRUE,FALSE,NA,NA
"RT @RahulGandhi: When we all work together in perfect harmony, there is nothing we cannot accomplish. 

#BharatJodoYatra https://t.co/31fW5…",FALSE,0,NA,2022-09-19 16:39:37,FALSE,NA,"1571901837451886592",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Parveenmittall",6691,TRUE,FALSE,NA,NA
"RT @bharatjodo: All the cheerleading we need!

#BharatJodoYatra https://t.co/P1RfEz4d8q",FALSE,0,NA,2022-09-19 16:39:36,FALSE,NA,"1571901835769937931",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MsAnger77824950",2563,TRUE,FALSE,NA,NA
"RT @RahulGandhi: When we all work together in perfect harmony, there is nothing we cannot accomplish. 

#BharatJodoYatra https://t.co/31fW5…",FALSE,0,NA,2022-09-19 16:39:36,FALSE,NA,"1571901834419380227",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","aasifkhanadv",6691,TRUE,FALSE,NA,NA
"RT @angrybirddtweet: No caption needed ❤️

#BharatJodoYatra https://t.co/Q5qFNDS39N",FALSE,0,NA,2022-09-19 16:39:36,FALSE,NA,"1571901833563770880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","smWarriorofINC",8,TRUE,FALSE,NA,NA
"RT @Jairam_Ramesh: Bharat Yatris walked 22 kms today and the Yatra has covered 255 kms so far. The night halt is at Cherthala, the hometown…",FALSE,0,NA,2022-09-19 16:39:36,FALSE,NA,"1571901833194655746",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","CannaneI",442,TRUE,FALSE,NA,NA
"RT @IYC: Smile is a Universal Welcome. And
these smiles resemble peace.

#BharatJodoYatra 🇮🇳 https://t.co/kRAsT7b3fv",FALSE,0,NA,2022-09-19 16:39:36,FALSE,NA,"1571901832947175426",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Madhavkrishnai1",42,TRUE,FALSE,NA,NA
"RT @NazarFaridiIND: Indian National Congress is hosting Twitter space on Bharat Jodo Yatra at 9 Pm tonight.

Do join in large numbers to kn…",FALSE,0,NA,2022-09-19 16:39:34,FALSE,NA,"1571901827880484868",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AbhimanyuSilwal",68,TRUE,FALSE,NA,NA
"RT @srinivasiyc: This is a storm that can never be seized!
#BharatJodoYatra 🇮🇳 https://t.co/eAbH41OTX1",FALSE,0,NA,2022-09-19 16:39:34,FALSE,NA,"1571901827612020736",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","kumudmohinder",2679,TRUE,FALSE,NA,NA
"RT @bharatjodo: Every stride we take together is a step for a brighter India! 

#BharatJodoYatra https://t.co/DsGYTsAGxK",FALSE,0,NA,2022-09-19 16:39:33,FALSE,NA,"1571901823287721985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PraveenSMali4",728,TRUE,FALSE,NA,NA
"RT @sevadalBathinda: People from different walks of life come together to walk on one path, the path of unity.

Here's their reason for joi…",FALSE,0,NA,2022-09-19 16:39:32,FALSE,NA,"1571901819433144320",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","vandana_21gupta",11,TRUE,FALSE,NA,NA
"RT @revanth_anumula: Privileged to have participated today in the historic #BharatJodoYatra along with our devoted leader Rahul Gandhi ji i…",FALSE,0,NA,2022-09-19 16:39:32,FALSE,NA,"1571901819202465798",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DrKalyani_INC",256,TRUE,FALSE,NA,NA
"RT @IYC: The women that behold the power to create nurture and transform.

#BharatJodoYatra 🇮🇳 https://t.co/zADqnOwWot",FALSE,0,NA,2022-09-19 16:39:32,FALSE,NA,"1571901818271338498",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Anita53874",62,TRUE,FALSE,NA,NA
"RT @farhat_shakeel: Feel proud of our compassionate leader...join hands to say 'we are one nation'
#BharatJodoYatra 
@RahulGandhi 
@dnetta…",FALSE,0,NA,2022-09-19 16:39:32,FALSE,NA,"1571901817315033088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Biharyouth786",2,TRUE,FALSE,NA,NA
"RT @srinivasiyc: We beat on, the boats with the paddle of Unity against the currents that create and foster division. 

#BharatJodoYatra 🇮🇳…",FALSE,0,NA,2022-09-19 16:39:32,FALSE,NA,"1571901817180520451",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","roshanmp",181,TRUE,FALSE,NA,NA
"RT @bharatjodo: All the cheerleading we need!

#BharatJodoYatra https://t.co/P1RfEz4d8q",FALSE,0,NA,2022-09-19 16:39:31,FALSE,NA,"1571901814479663104",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RazaAsi56808423",2563,TRUE,FALSE,NA,NA
"RT @RahulGandhi: Without harmony, there is no progress

Without progress, there are no jobs

Without jobs, there is no future

The #BharatJ…",FALSE,0,NA,2022-09-19 16:39:31,FALSE,NA,"1571901814328463361",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RazaAsi56808423",8893,TRUE,FALSE,NA,NA
"RT @srinivasiyc: We beat on, the boats with the paddle of Unity against the currents that create and foster division. 

#BharatJodoYatra 🇮🇳…",FALSE,0,NA,2022-09-19 16:39:31,FALSE,NA,"1571901812697104385",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ashokmi03460646",181,TRUE,FALSE,NA,NA
"RT @RahulGandhi: When we all work together in perfect harmony, there is nothing we cannot accomplish. 

#BharatJodoYatra https://t.co/31fW5…",FALSE,0,NA,2022-09-19 16:39:30,FALSE,NA,"1571901809685590026",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jones_mathew2",6691,TRUE,FALSE,NA,NA
"RT @Vignesh_TMV: Rahul Gandhi is winning hearts of everyone. People across Kerala are celebrating him. 🤩

#BharatJodoYatra https://t.co/eXz…",FALSE,0,NA,2022-09-19 16:39:30,FALSE,NA,"1571901807936544769",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SokkalingamSam",51,TRUE,FALSE,NA,NA
"RT @DhivCM: 12 times MLA &amp; Two time CM of Kerala, Oommen Chandy (78) taking part in the #BharatJodoYatra with Rahul Gandhi. https://t.co/xe…",FALSE,0,NA,2022-09-19 16:39:30,FALSE,NA,"1571901807928147969",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SaraVellore",13,TRUE,FALSE,NA,NA
"RT @INCIndia: LIVE: #BharatJodoYatra resumes from Kalavoor Junction. Bharat Yatris along with Shri @RahulGandhi continue to walk tirelessly…",FALSE,0,NA,2022-09-19 16:39:29,FALSE,NA,"1571901806191718400",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MdKalim61085856",541,TRUE,FALSE,NA,NA
"RT @SevadalHP: #BharatJodoYatra 🇮🇳 has truly become a mass movement. Love, compassion &amp; unity will always be the guiding light. https://t.c…",FALSE,0,NA,2022-09-19 16:39:29,FALSE,NA,"1571901805931667461",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LHpcc",65,TRUE,FALSE,NA,NA
"RT @INCIndia: India will ride the rough sea of hatred, unemployment and price rise.
We stay united, we stay anchored. 

#BharatJodoYatra ht…",FALSE,0,NA,2022-09-19 16:39:29,FALSE,NA,"1571901805621284864",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MdFujailAhmed",885,TRUE,FALSE,NA,NA
"RT @IYC: The women that behold the power to create nurture and transform.

#BharatJodoYatra 🇮🇳 https://t.co/zADqnOwWot",FALSE,0,NA,2022-09-19 16:39:28,FALSE,NA,"1571901800751730688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Tabish12356204",62,TRUE,FALSE,NA,NA
"RT @nitinagarwalINC: Shri @RahulGandhi Ji was like a pro while rowing a snake boat.

#BharatJodoYatra https://t.co/HvWiIkCubo",FALSE,0,NA,2022-09-19 16:39:27,FALSE,NA,"1571901795559153665",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Biharyouth786",92,TRUE,FALSE,NA,NA
"RT @IYC: #BharatJodoYatra 🇮🇳 resumes from Punapra village in Allapuzha. https://t.co/7pARMWxubb",FALSE,0,NA,2022-09-19 16:39:27,FALSE,NA,"1571901794552520705",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lodhi_IYC",406,TRUE,FALSE,NA,NA
"RT @bharatjodo: Every stride we take together is a step for a brighter India! 

#BharatJodoYatra https://t.co/DsGYTsAGxK",FALSE,0,NA,2022-09-19 16:39:26,FALSE,NA,"1571901792807686146",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HakimSaifyINC",728,TRUE,FALSE,NA,NA
"RT @RahulGandhi: When we all work together in perfect harmony, there is nothing we cannot accomplish. 

#BharatJodoYatra https://t.co/31fW5…",FALSE,0,NA,2022-09-19 16:39:26,FALSE,NA,"1571901792035676164",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Anbudan_Ungal",6691,TRUE,FALSE,NA,NA
"RT @SevadalAWR: Shri Digvijay Singh (Chairperson for BJY) leading the flag unit which constitutes Shri Devendra Sharma (Incharge of BJY Yat…",FALSE,0,NA,2022-09-19 16:39:25,FALSE,NA,"1571901789204803584",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SevadalKOT",3,TRUE,FALSE,NA,NA
"RT @RahulGandhi: When we all work together in perfect harmony, there is nothing we cannot accomplish. 

#BharatJodoYatra https://t.co/31fW5…",FALSE,0,NA,2022-09-19 16:39:25,FALSE,NA,"1571901786675630082",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sumitkmaurya1",6691,TRUE,FALSE,NA,NA
"RT @ashoswai: Doesn’t matter whose son or grandson you are, whether you studied at Cambridge or you claim to have two fake degrees, whether…",FALSE,0,NA,2022-09-19 16:39:24,FALSE,NA,"1571901784238727168",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MoFerozAli",658,TRUE,FALSE,NA,NA
"RT @angrybirddtweet: No caption needed ❤️

#BharatJodoYatra https://t.co/Q5qFNDS39N",FALSE,0,NA,2022-09-19 16:39:24,FALSE,NA,"1571901782758162434",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HenryMacPro",8,TRUE,FALSE,NA,NA
"RT @srinivasiyc: We beat on, the boats with the paddle of Unity against the currents that create and foster division. 

#BharatJodoYatra 🇮🇳…",FALSE,0,NA,2022-09-19 16:39:24,FALSE,NA,"1571901782040936448",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","sylutkm",181,TRUE,FALSE,NA,NA
"RT @SurrbhiM: Rahul Gandhi in conversations with some dancers during the break.

#BharatJodoYatra https://t.co/I9nxAhAs98",FALSE,0,NA,2022-09-19 16:39:23,FALSE,NA,"1571901781462110209",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nikhil_ashaa",37,TRUE,FALSE,NA,NA
"RT @INCIndia: Yatris and leaders from across the country march on, alongside Shri @RahulGandhi, to free India from the shackles of unemploy…",FALSE,0,NA,2022-09-19 16:39:22,FALSE,NA,"1571901776806440960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Balkrishnajaim2",619,TRUE,FALSE,NA,NA
"RT @SevadalHP: People from different walks of life come together to walk on one path, the path of unity.

Here's their reason for joining #…",FALSE,0,NA,2022-09-19 16:39:22,FALSE,NA,"1571901775111913475",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JeeGarimaa",17,TRUE,FALSE,NA,NA
"RT @bharatjodo: A dance troupe, Rahul Gandhi, some chai &amp; biscuits - makes for interesting conversation. 

#BharatJodoYatra https://t.co/11…",FALSE,0,NA,2022-09-19 16:39:22,FALSE,NA,"1571901773757186050",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ststripathi28",1187,TRUE,FALSE,NA,NA
"RT @RahulGandhi: When we all work together in perfect harmony, there is nothing we cannot accomplish. 

#BharatJodoYatra https://t.co/31fW5…",FALSE,0,NA,2022-09-19 16:39:21,FALSE,NA,"1571901771618091008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Prakashdream143",6691,TRUE,FALSE,NA,NA
"RT @SevadalKA: Punjab Incharge Ms Jyoti Khanna with RG and Mr Venugopal. 

She traversed through Azadi Gaurav Yatra first, and now selected…",FALSE,0,NA,2022-09-19 16:39:21,FALSE,NA,"1571901769722241026",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","impranjalyadav",30,TRUE,FALSE,NA,NA
"RT @itsmeKNR: Telangana Congress President with @RahulGandhi Ji @revanth_anumula 🔥🔥
#BharatJodoYatra https://t.co/HGGjwZy6Ca",FALSE,0,NA,2022-09-19 16:39:19,FALSE,NA,"1571901762331889665",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rup_INC",9,TRUE,FALSE,NA,NA
"It’s early morning in Alappuzha but look at the crowd joined to welcome Rahul ji &amp; other Yatri’s ❤️🇮🇳

#BharatJodoYatra",FALSE,0,NA,2022-09-19 16:39:18,FALSE,NA,"1571901759836278784",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MastetRijo",0,FALSE,FALSE,NA,NA
"RT @srinivasiyc: We beat on, the boats with the paddle of Unity against the currents that create and foster division. 

#BharatJodoYatra 🇮🇳…",FALSE,0,NA,2022-09-19 16:39:18,FALSE,NA,"1571901759387467776",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","srk_shehnaz_fan",181,TRUE,FALSE,NA,NA
"RT @srinivasiyc: We beat on, the boats with the paddle of Unity against the currents that create and foster division. 

#BharatJodoYatra 🇮🇳…",FALSE,0,NA,2022-09-19 16:39:18,FALSE,NA,"1571901759362306048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Factpratikdwiv",181,TRUE,FALSE,NA,NA
"RT @IYC: Smile is a Universal Welcome. And
these smiles resemble peace.

#BharatJodoYatra 🇮🇳 https://t.co/kRAsT7b3fv",FALSE,0,NA,2022-09-19 16:39:18,FALSE,NA,"1571901759072903168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gokul_INC",42,TRUE,FALSE,NA,NA
"RT @revanth_anumula: Privileged to have participated today in the historic #BharatJodoYatra along with our devoted leader Rahul Gandhi ji i…",FALSE,0,NA,2022-09-19 16:39:18,FALSE,NA,"1571901759026761728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ganeshbandla",256,TRUE,FALSE,NA,NA
"RT @srinivasiyc: We beat on, the boats with the paddle of Unity against the currents that create and foster division. 

#BharatJodoYatra 🇮🇳…",FALSE,0,NA,2022-09-19 16:39:18,FALSE,NA,"1571901758925856775",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Gokul_INC",181,TRUE,FALSE,NA,NA
"RT @IYC: Smile is a Universal Welcome. And
these smiles resemble peace.

#BharatJodoYatra 🇮🇳 https://t.co/kRAsT7b3fv",FALSE,0,NA,2022-09-19 16:39:17,FALSE,NA,"1571901755956535300",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AshokSuryagand4",42,TRUE,FALSE,NA,NA
"RT @kcvenugopalmp: Alleppey, the Venice of the East, is always dear to my heart. When @RahulGandhi stepped into a snake boat in the picture…",FALSE,0,NA,2022-09-19 16:39:17,FALSE,NA,"1571901755360935937",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","impranjalyadav",292,TRUE,FALSE,NA,NA
